DATEMONTHINT,STATION,PERIOD,RIDERS_PER_WEEKDAY,
201504,Forest Glen,Late Night Peak,1.2,
201504,Forest Glen,Midday,406.5,
201504,Forest Glen,PM Peak,274,
201504,Fort Totten,AM Peak,3790.8,
201504,Fort Totten,Evening,558.6,
201504,Fort Totten,Late Night Peak,14.4,
201504,Fort Totten,Midday,1753.1,
201504,Fort Totten,PM Peak,1601.6,
201504,Franconia-Springfield,AM Peak,5088.8,
201504,Franconia-Springfield,Evening,277.7,
201504,Franconia-Springfield,Late Night Peak,4.1,
201504,Franconia-Springfield,Midday,1818.9,
201504,Franconia-Springfield,PM Peak,922.8,
201504,Friendship Heights,AM Peak,3203.1,
201504,Friendship Heights,Evening,1161.1,
201504,Friendship Heights,Late Night Peak,19.1,
201504,Friendship Heights,Midday,2264.5,
201504,Friendship Heights,PM Peak,2977,
201504,Gallery Place-Chinatown,AM Peak,1765.5,
201504,Gallery Place-Chinatown,Evening,8463.4,
201504,Gallery Place-Chinatown,Late Night Peak,273.1,
201504,Gallery Place-Chinatown,Midday,4419.2,
201504,Gallery Place-Chinatown,PM Peak,11937.5,
201504,Georgia Avenue-Petworth,AM Peak,2861,
201504,Georgia Avenue-Petworth,Evening,599.3,
201504,Georgia Avenue-Petworth,Late Night Peak,19.5,
201504,Georgia Avenue-Petworth,Midday,1432.4,
201504,Georgia Avenue-Petworth,PM Peak,1300.3,
201504,Glenmont,AM Peak,4300.2,
201504,Glenmont,Evening,210.1,
201504,Glenmont,Late Night Peak,4.3,
201504,Glenmont,Midday,1055.4,
201504,Glenmont,PM Peak,565.9,
201504,Greenbelt,AM Peak,3826.3,
201504,Greenbelt,Evening,314.9,
201504,Greenbelt,Late Night Peak,6.3,
201504,Greenbelt,Midday,1399.9,
201504,Greenbelt,PM Peak,871.9,
201504,Greensboro,AM Peak,286.9,
201504,Greensboro,Evening,116.2,
201504,Greensboro,Late Night Peak,1.1,
201504,Greensboro,Midday,195,
201504,Greensboro,PM Peak,479.4,
201504,Grosvenor,AM Peak,3686.9,
201504,Grosvenor,Evening,203.9,
201504,Grosvenor,Late Night Peak,4,
201504,Grosvenor,Midday,972.3,
201504,Grosvenor,PM Peak,716,
201504,Huntington,AM Peak,5671.9,
201504,Huntington,Evening,254.1,
201504,Huntington,Late Night Peak,4.5,
201504,Huntington,Midday,1451.4,
201504,Huntington,PM Peak,789.2,
201504,Judiciary Square,AM Peak,533.3,
201504,Judiciary Square,Evening,840.7,
201504,Judiciary Square,Late Night Peak,6,
201504,Judiciary Square,Midday,1920.3,
201504,Judiciary Square,PM Peak,5733.1,
201504,King Street,AM Peak,3072.7,
201504,King Street,Evening,1072.5,
201504,King Street,Late Night Peak,21.3,
201504,King Street,Midday,2141.2,
201504,King Street,PM Peak,2858.6,
201504,L'Enfant Plaza,AM Peak,2799.2,
201504,L'Enfant Plaza,Evening,1571.7,
201504,L'Enfant Plaza,Late Night Peak,11.3,
201504,L'Enfant Plaza,Midday,3563.8,
201504,L'Enfant Plaza,PM Peak,13431.9,
201504,Landover,AM Peak,1272.2,
201504,Landover,Evening,107.3,
201504,Landover,Late Night Peak,2.5,
201504,Landover,Midday,374,
201504,Landover,PM Peak,192.9,
201504,Largo Town Center,AM Peak,3191.7,
201504,Largo Town Center,Evening,292.6,
201504,Largo Town Center,Late Night Peak,8.2,
201504,Largo Town Center,Midday,808.6,
201504,Largo Town Center,PM Peak,534.9,
201504,McLean,AM Peak,704.6,
201504,McLean,Evening,90.1,
201504,McLean,Late Night Peak,1,
201504,McLean,Midday,305.1,
201504,McLean,PM Peak,522.2,
201504,McPherson Square,AM Peak,1623.4,
201504,McPherson Square,Evening,2358.3,
201504,McPherson Square,Late Night Peak,47.6,
201504,McPherson Square,Midday,2750.9,
201504,McPherson Square,PM Peak,9479.5,
201504,Medical Center,AM Peak,860,
201504,Medical Center,Evening,646.6,
201504,Medical Center,Late Night Peak,4.7,
201504,Medical Center,Midday,971.7,
201504,Medical Center,PM Peak,3275,
201504,Metro Center,AM Peak,1738,
201504,Metro Center,Evening,6241.1,
201504,Metro Center,Late Night Peak,104.6,
201504,Metro Center,Midday,5029.3,
201504,Metro Center,PM Peak,15391.9,
201504,Minnesota Avenue,AM Peak,1108.9,
201504,Minnesota Avenue,Evening,234.9,
201504,Minnesota Avenue,Late Night Peak,7.4,
201504,Minnesota Avenue,Midday,769.9,
201504,Minnesota Avenue,PM Peak,623.3,
201504,Morgan Blvd.,AM Peak,1426.4,
201504,Morgan Blvd.,Evening,84.6,
201504,Morgan Blvd.,Late Night Peak,3,
201504,Morgan Blvd.,Midday,351.4,
201504,Morgan Blvd.,PM Peak,219.5,
201504,Mt. Vernon Square-UDC,AM Peak,1278.4,
201504,Mt. Vernon Square-UDC,Evening,671.1,
201504,Mt. Vernon Square-UDC,Late Night Peak,22.4,
201504,Mt. Vernon Square-UDC,Midday,935.8,
201504,Mt. Vernon Square-UDC,PM Peak,1629.4,
201504,Navy Yard,AM Peak,1088.2,
201504,Navy Yard,Evening,3100.4,
201504,Navy Yard,Late Night Peak,25.1,
201504,Navy Yard,Midday,1264.1,
201504,Navy Yard,PM Peak,4693.9,
201504,Naylor Road,AM Peak,1616.6,
201504,Naylor Road,Evening,198.3,
201504,Naylor Road,Late Night Peak,4.9,
201504,Naylor Road,Midday,646.4,
201504,Naylor Road,PM Peak,362,
201504,New Carrollton,AM Peak,5535.7,
201504,New Carrollton,Evening,348.7,
201504,New Carrollton,Late Night Peak,4.8,
201504,New Carrollton,Midday,1640.8,
201504,New Carrollton,PM Peak,1013.6,
201504,New York Ave,AM Peak,2775.5,
201504,New York Ave,Evening,794.4,
201504,New York Ave,Late Night Peak,20.1,
201504,New York Ave,Midday,2022.8,
201504,New York Ave,PM Peak,3948,
201504,Pentagon,AM Peak,5819.3,
201504,Pentagon,Evening,544.7,
201504,Pentagon,Late Night Peak,4.3,
201504,Pentagon,Midday,2767.3,
201504,Pentagon,PM Peak,6030,
201504,Pentagon City,AM Peak,5620.4,
201504,Pentagon City,Evening,1887.9,
201504,Pentagon City,Late Night Peak,14.9,
201504,Pentagon City,Midday,3528.2,
201504,Pentagon City,PM Peak,3851.3,
201504,Potomac Avenue,AM Peak,2012.4,
201504,Potomac Avenue,Evening,260.6,
201504,Potomac Avenue,Late Night Peak,6.5,
201504,Potomac Avenue,Midday,883.7,
201504,Potomac Avenue,PM Peak,597.5,
201504,Prince George's Plaza,AM Peak,2309.5,
201504,Prince George's Plaza,Evening,511.8,
201504,Prince George's Plaza,Late Night Peak,11.5,
201504,Prince George's Plaza,Midday,1132.4,
201504,Prince George's Plaza,PM Peak,987.7,
201504,Reagan Washington National Airport,AM Peak,849.5,
201504,Reagan Washington National Airport,Evening,1621.3,
201504,Reagan Washington National Airport,Late Night Peak,20.1,
201504,Reagan Washington National Airport,Midday,2284.9,
201504,Reagan Washington National Airport,PM Peak,2035.6,
201504,Rhode Island Avenue,AM Peak,2576,
201504,Rhode Island Avenue,Evening,515.1,
201504,Rhode Island Avenue,Late Night Peak,10.8,
201504,Rhode Island Avenue,Midday,1539.1,
201504,Rhode Island Avenue,PM Peak,1271,
201504,Rockville,AM Peak,2119.1,
201504,Rockville,Evening,360.7,
201504,Rockville,Late Night Peak,4.5,
201504,Rockville,Midday,1005.7,
201504,Rockville,PM Peak,1031.8,
201504,Rosslyn,AM Peak,4397.1,
201504,Rosslyn,Evening,1596.5,
201504,Rosslyn,Late Night Peak,27.5,
201504,Rosslyn,Midday,3449.4,
201504,Rosslyn,PM Peak,6208.5,
201504,Shady Grove,AM Peak,8387.9,
201504,Shady Grove,Evening,405.1,
201504,Shady Grove,Late Night Peak,8.3,
201504,Shady Grove,Midday,2311.2,
201504,Shady Grove,PM Peak,1470.5,
201504,Shaw-Howard University,AM Peak,1604.3,
201504,Shaw-Howard University,Evening,859.1,
201504,Shaw-Howard University,Late Night Peak,43.1,
201504,Shaw-Howard University,Midday,1253.6,
201504,Shaw-Howard University,PM Peak,1686.2,
201504,Silver Spring,AM Peak,6101.9,
201504,Silver Spring,Evening,1073,
201504,Silver Spring,Late Night Peak,26.7,
201504,Silver Spring,Midday,2801.4,
201504,Silver Spring,PM Peak,3076.8,
201504,Smithsonian,AM Peak,353.4,
201504,Smithsonian,Evening,1593.2,
201504,Smithsonian,Late Night Peak,13.1,
201504,Smithsonian,Midday,3294.4,
201504,Smithsonian,PM Peak,9096.9,
201504,Southern Avenue,AM Peak,3101.7,
201504,Southern Avenue,Evening,264.5,
201504,Southern Avenue,Late Night Peak,5.6,
201504,Southern Avenue,Midday,982.7,
201504,Southern Avenue,PM Peak,514.6,
201504,Spring Hill,AM Peak,535.7,
201504,Spring Hill,Evening,148.3,
201504,Spring Hill,Late Night Peak,1.8,
201504,Spring Hill,Midday,290.4,
201504,Spring Hill,PM Peak,436.1,
201504,Stadium-Armory,AM Peak,1192.1,
201504,Stadium-Armory,Evening,217.4,
201504,Stadium-Armory,Late Night Peak,6.3,
201504,Stadium-Armory,Midday,668.4,
201504,Stadium-Armory,PM Peak,584,
201504,Suitland,AM Peak,3005.9,
201504,Suitland,Evening,289.7,
201504,Suitland,Late Night Peak,6,
201504,Suitland,Midday,1036.2,
201504,Suitland,PM Peak,950.9,
201504,Takoma,AM Peak,3202.6,
201504,Takoma,Evening,357.4,
201504,Takoma,Late Night Peak,11.6,
201504,Takoma,Midday,1300.7,
201504,Takoma,PM Peak,833.8,
201504,Tenleytown-AU,AM Peak,1817.3,
201504,Tenleytown-AU,Evening,1020.4,
201504,Tenleytown-AU,Late Night Peak,13,
201504,Tenleytown-AU,Midday,1614.5,
201504,Tenleytown-AU,PM Peak,2581.7,
201504,Twinbrook,AM Peak,2257.7,
201504,Twinbrook,Evening,274.6,
201504,Twinbrook,Late Night Peak,8.2,
201504,Twinbrook,Midday,941.2,
201504,Twinbrook,PM Peak,986,
201504,Tysons Corner,AM Peak,527.6,
201504,Tysons Corner,Evening,694.4,
201504,Tysons Corner,Late Night Peak,9.8,
201504,Tysons Corner,Midday,581.2,
201504,Tysons Corner,PM Peak,1228,
201504,U Street-Cardozo,AM Peak,2153.6,
201504,U Street-Cardozo,Evening,1937.7,
201504,U Street-Cardozo,Late Night Peak,264.1,
201504,U Street-Cardozo,Midday,1385.8,
201504,U Street-Cardozo,PM Peak,1938.8,
201504,Union Station,AM Peak,9680.8,
201504,Union Station,Evening,3975.4,
201504,Union Station,Late Night Peak,60,
201504,Union Station,Midday,6166.7,
201504,Union Station,PM Peak,12430.1,
201504,Van Dorn Street,AM Peak,2184.8,
201504,Van Dorn Street,Evening,162.5,
201504,Van Dorn Street,Late Night Peak,2.9,
201504,Van Dorn Street,Midday,542.7,
201504,Van Dorn Street,PM Peak,386.4,
201504,Van Ness-UDC,AM Peak,2663,
201504,Van Ness-UDC,Evening,725.7,
201504,Van Ness-UDC,Late Night Peak,7.4,
201504,Van Ness-UDC,Midday,1579.2,
201504,Van Ness-UDC,PM Peak,1661.4,
201504,Vienna,AM Peak,7838.1,
201504,Vienna,Evening,399.6,
201504,Vienna,Late Night Peak,5.1,
201504,Vienna,Midday,2053.5,
201504,Vienna,PM Peak,1273.3,
201504,Virginia Square-GMU,AM Peak,1988.2,
201504,Virginia Square-GMU,Evening,350.3,
201504,Virginia Square-GMU,Late Night Peak,5,
201504,Virginia Square-GMU,Midday,743.4,
201504,Virginia Square-GMU,PM Peak,1042.7,
201504,Waterfront,AM Peak,1312.8,
201504,Waterfront,Evening,535.9,
201504,Waterfront,Late Night Peak,11.5,
201504,Waterfront,Midday,996.3,
201504,Waterfront,PM Peak,1312.1,
201504,West Falls Church,AM Peak,2113.4,
201504,West Falls Church,Evening,112.6,
201504,West Falls Church,Late Night Peak,1,
201504,West Falls Church,Midday,600,
201504,West Falls Church,PM Peak,333,
201504,West Hyattsville,AM Peak,2133.4,
201504,West Hyattsville,Evening,212,
201504,West Hyattsville,Late Night Peak,4.2,
201504,West Hyattsville,Midday,851.8,
201504,West Hyattsville,PM Peak,550.4,
201504,Wheaton,AM Peak,2158,
201504,Wheaton,Evening,411.3,
201504,Wheaton,Late Night Peak,10.8,
201504,Wheaton,Midday,909.1,
201504,Wheaton,PM Peak,712.2,
201504,White Flint,AM Peak,1647.4,
201504,White Flint,Evening,305,
201504,White Flint,Late Night Peak,10.3,
201504,White Flint,Midday,817.1,
201504,White Flint,PM Peak,1173.6,
201504,Wiehle,AM Peak,5155,
201504,Wiehle,Evening,343.4,
201504,Wiehle,Late Night Peak,4.2,
201504,Wiehle,Midday,1543.2,
201504,Wiehle,PM Peak,1525.6,
201504,Woodley Park-Zoo,AM Peak,2628.5,
201504,Woodley Park-Zoo,Evening,835.5,
201504,Woodley Park-Zoo,Late Night Peak,49,
201504,Woodley Park-Zoo,Midday,2224.6,
201504,Woodley Park-Zoo,PM Peak,2370.9,
201505,Addison Road,AM Peak,2028.4,
201505,Addison Road,Evening,198.8,
201505,Addison Road,Late Night Peak,6.1,
201505,Addison Road,Midday,760.3,
201505,Addison Road,PM Peak,356.6,
201505,Anacostia,AM Peak,2981.2,
201505,Anacostia,Evening,504.3,
201505,Anacostia,Late Night Peak,16.4,
201505,Anacostia,Midday,1974.9,
201505,Anacostia,PM Peak,1696,
201505,Archives-Navy Memorial,AM Peak,386.4,
201505,Archives-Navy Memorial,Evening,1397.5,
201505,Archives-Navy Memorial,Late Night Peak,31.6,
201505,Archives-Navy Memorial,Midday,1648.5,
201505,Archives-Navy Memorial,PM Peak,5758.4,
201505,Arlington Cemetery,AM Peak,21.1,
201505,Arlington Cemetery,Evening,164.3,
201505,Arlington Cemetery,Late Night Peak,1,
201505,Arlington Cemetery,Midday,1022.6,
201505,Arlington Cemetery,PM Peak,712.6,
201505,Ballston,AM Peak,4551.8,
201505,Ballston,Evening,1081.2,
201505,Ballston,Late Night Peak,30.3,
201505,Ballston,Midday,2110.3,
201505,Ballston,PM Peak,3795.9,
201505,Benning Road,AM Peak,1633,
201505,Benning Road,Evening,232.8,
201505,Benning Road,Late Night Peak,8.1,
201505,Benning Road,Midday,807.8,
201505,Benning Road,PM Peak,473.2,
201505,Bethesda,AM Peak,3241.6,
201505,Bethesda,Evening,1413.8,
201505,Bethesda,Late Night Peak,40.3,
201505,Bethesda,Midday,2101.3,
201505,Bethesda,PM Peak,3968.7,
201505,Braddock Road,AM Peak,2689.6,
201505,Braddock Road,Evening,279.7,
201505,Braddock Road,Late Night Peak,6.3,
201505,Braddock Road,Midday,775.6,
201505,Braddock Road,PM Peak,952.4,
201505,Branch Avenue,AM Peak,4455.2,
201505,Branch Avenue,Evening,243.8,
201505,Branch Avenue,Late Night Peak,4.5,
201505,Branch Avenue,Midday,883.6,
201505,Branch Avenue,PM Peak,558.8,
201505,Brookland,AM Peak,2298.4,
201505,Brookland,Evening,661.2,
201505,Brookland,Late Night Peak,18.3,
201505,Brookland,Midday,1602.9,
201505,Brookland,PM Peak,2031.5,
201505,Capitol Heights,AM Peak,1252.3,
201505,Capitol Heights,Evening,119.4,
201505,Capitol Heights,Late Night Peak,4.9,
201505,Capitol Heights,Midday,469.7,
201505,Capitol Heights,PM Peak,235,
201505,Capitol South,AM Peak,877.9,
201505,Capitol South,Evening,1064.5,
201505,Capitol South,Late Night Peak,10.9,
201505,Capitol South,Midday,1763,
201505,Capitol South,PM Peak,4120.9,
201505,Cheverly,AM Peak,889.3,
201505,Cheverly,Evening,65.5,
201505,Cheverly,Late Night Peak,2.1,
201505,Cheverly,Midday,240.8,
201505,Cheverly,PM Peak,159.8,
201505,Clarendon,AM Peak,1973.7,
201505,Clarendon,Evening,825.8,
201505,Clarendon,Late Night Peak,125.1,
201505,Clarendon,Midday,855.8,
201505,Clarendon,PM Peak,1125.6,
201505,Cleveland Park,AM Peak,2155.7,
201505,Cleveland Park,Evening,447.8,
201505,Cleveland Park,Late Night Peak,15,
201505,Cleveland Park,Midday,969.4,
201505,Cleveland Park,PM Peak,781.8,
201505,College Park-U of MD,AM Peak,1820.2,
201505,College Park-U of MD,Evening,366.1,
201505,College Park-U of MD,Late Night Peak,11,
201505,College Park-U of MD,Midday,1019.5,
201505,College Park-U of MD,PM Peak,1173.7,
201505,Columbia Heights,AM Peak,4217.7,
201505,Columbia Heights,Evening,1800.2,
201505,Columbia Heights,Late Night Peak,73.4,
201505,Columbia Heights,Midday,2753.4,
201505,Columbia Heights,PM Peak,3490,
201505,Congress Heights,AM Peak,1376,
201505,Congress Heights,Evening,170.8,
201505,Congress Heights,Late Night Peak,5.5,
201505,Congress Heights,Midday,669.1,
201505,Congress Heights,PM Peak,445,
201505,Court House,AM Peak,3351.9,
201505,Court House,Evening,661.4,
201505,Court House,Late Night Peak,20.5,
201505,Court House,Midday,1325.2,
201505,Court House,PM Peak,2136,
201505,Crystal City,AM Peak,3833.1,
201505,Crystal City,Evening,1006.2,
201505,Crystal City,Late Night Peak,24.8,
201505,Crystal City,Midday,2586,
201505,Crystal City,PM Peak,4563.6,
201505,Deanwood,AM Peak,836.3,
201505,Deanwood,Evening,119.5,
201505,Deanwood,Late Night Peak,4.6,
201505,Deanwood,Midday,359.4,
201505,Deanwood,PM Peak,236.7,
201505,Dunn Loring,AM Peak,2540.4,
201505,Dunn Loring,Evening,233.4,
201505,Dunn Loring,Late Night Peak,13.6,
201505,Dunn Loring,Midday,773.8,
201505,Dunn Loring,PM Peak,835.3,
201505,Dupont Circle,AM Peak,3809.6,
201505,Dupont Circle,Evening,4250.7,
201505,Dupont Circle,Late Night Peak,265.2,
201505,Dupont Circle,Midday,4050.4,
201505,Dupont Circle,PM Peak,7955.5,
201505,East Falls Church,AM Peak,2746.9,
201505,East Falls Church,Evening,231.6,
201505,East Falls Church,Late Night Peak,4.9,
201505,East Falls Church,Midday,737.8,
201505,East Falls Church,PM Peak,685.5,
201505,Eastern Market,AM Peak,2134.2,
201505,Eastern Market,Evening,1043.7,
201505,Eastern Market,Late Night Peak,47.3,
201505,Eastern Market,Midday,1366.3,
201505,Eastern Market,PM Peak,1605.3,
201505,Eisenhower Avenue,AM Peak,801.6,
201505,Eisenhower Avenue,Evening,138,
201505,Eisenhower Avenue,Late Night Peak,4.8,
201505,Eisenhower Avenue,Midday,330.9,
201505,Eisenhower Avenue,PM Peak,481.8,
201505,Farragut North,AM Peak,1198.4,
201505,Farragut North,Evening,4053.3,
201505,Farragut North,Late Night Peak,93.8,
201505,Farragut North,Midday,4034.5,
201505,Farragut North,PM Peak,15128.8,
201505,Farragut West,AM Peak,1464.5,
201505,Farragut West,Evening,3654.5,
201505,Farragut West,Late Night Peak,92.3,
201505,Farragut West,Midday,3628.7,
201505,Farragut West,PM Peak,13524.1,
201505,Federal Center SW,AM Peak,441.7,
201505,Federal Center SW,Evening,394.5,
201505,Federal Center SW,Late Night Peak,3.9,
201505,Federal Center SW,Midday,1052.1,
201505,Federal Center SW,PM Peak,3336.3,
201505,Federal Triangle,AM Peak,172.3,
201505,Federal Triangle,Evening,938.5,
201505,Federal Triangle,Late Night Peak,15.2,
201505,Federal Triangle,Midday,1576.4,
201505,Federal Triangle,PM Peak,5527.2,
201505,Foggy Bottom,AM Peak,2299.8,
201505,Foggy Bottom,Evening,4191.9,
201505,Foggy Bottom,Late Night Peak,90.1,
201505,Foggy Bottom,Midday,4096.6,
201505,Foggy Bottom,PM Peak,10207.8,
201505,Forest Glen,AM Peak,1623.7,
201505,Forest Glen,Evening,96.1,
201505,Forest Glen,Late Night Peak,1.8,
201505,Forest Glen,Midday,379.5,
201505,Forest Glen,PM Peak,281.9,
201505,Fort Totten,AM Peak,3811.7,
201505,Fort Totten,Evening,579.5,
201505,Fort Totten,Late Night Peak,20,
201505,Fort Totten,Midday,1721.4,
201505,Fort Totten,PM Peak,1680.6,
201505,Franconia-Springfield,AM Peak,4974.5,
201505,Franconia-Springfield,Evening,308.6,
201505,Franconia-Springfield,Late Night Peak,8.6,
201505,Franconia-Springfield,Midday,1471.2,
201505,Franconia-Springfield,PM Peak,962,
201505,Friendship Heights,AM Peak,3205,
201505,Friendship Heights,Evening,1176.7,
201505,Friendship Heights,Late Night Peak,28.8,
201505,Friendship Heights,Midday,2167.6,
201505,Friendship Heights,PM Peak,2925.3,
201505,Gallery Place-Chinatown,AM Peak,1767.2,
201505,Gallery Place-Chinatown,Evening,7379.4,
201505,Gallery Place-Chinatown,Late Night Peak,313.8,
201505,Gallery Place-Chinatown,Midday,4232.9,
201505,Gallery Place-Chinatown,PM Peak,11819.3,
201505,Georgia Avenue-Petworth,AM Peak,2809.8,
201505,Georgia Avenue-Petworth,Evening,640.8,
201505,Georgia Avenue-Petworth,Late Night Peak,22.6,
201505,Georgia Avenue-Petworth,Midday,1405.5,
201505,Georgia Avenue-Petworth,PM Peak,1419.4,
201505,Glenmont,AM Peak,4370.3,
201505,Glenmont,Evening,230.5,
201505,Glenmont,Late Night Peak,6.1,
201505,Glenmont,Midday,975.3,
201505,Glenmont,PM Peak,583.2,
201505,Greenbelt,AM Peak,3830.7,
201505,Greenbelt,Evening,364.3,
201505,Greenbelt,Late Night Peak,7,
201505,Greenbelt,Midday,1219.2,
201505,Greenbelt,PM Peak,865.7,
201505,Greensboro,AM Peak,293.1,
201505,Greensboro,Evening,126.4,
201505,Greensboro,Late Night Peak,1.2,
201505,Greensboro,Midday,184.9,
201505,Greensboro,PM Peak,469.6,
201505,Grosvenor,AM Peak,3663.1,
201505,Grosvenor,Evening,229,
201505,Grosvenor,Late Night Peak,4.4,
201505,Grosvenor,Midday,930.9,
201505,Grosvenor,PM Peak,748.7,
201505,Huntington,AM Peak,5610.5,
201505,Huntington,Evening,267.1,
201505,Huntington,Late Night Peak,5.5,
201505,Huntington,Midday,1252,
201505,Huntington,PM Peak,788.3,
201505,Judiciary Square,AM Peak,508.4,
201505,Judiciary Square,Evening,762.6,
201505,Judiciary Square,Late Night Peak,8.1,
201505,Judiciary Square,Midday,1932.6,
201505,Judiciary Square,PM Peak,5506.8,
201505,King Street,AM Peak,3075.3,
201505,King Street,Evening,1081.8,
201505,King Street,Late Night Peak,29.9,
201505,King Street,Midday,1861.6,
201505,King Street,PM Peak,2863.3,
201505,L'Enfant Plaza,AM Peak,2714,
201505,L'Enfant Plaza,Evening,1469.7,
201505,L'Enfant Plaza,Late Night Peak,15.5,
201505,L'Enfant Plaza,Midday,3522.7,
201505,L'Enfant Plaza,PM Peak,12502.7,
201505,Landover,AM Peak,1273.6,
201505,Landover,Evening,107.4,
201505,Landover,Late Night Peak,5.2,
201505,Landover,Midday,359.8,
201505,Landover,PM Peak,192.1,
201505,Largo Town Center,AM Peak,3207.9,
201505,Largo Town Center,Evening,279.1,
201505,Largo Town Center,Late Night Peak,10.3,
201505,Largo Town Center,Midday,741.9,
201505,Largo Town Center,PM Peak,516.6,
201505,McLean,AM Peak,723.9,
201505,McLean,Evening,96.4,
201505,McLean,Late Night Peak,2,
201505,McLean,Midday,292.9,
201505,McLean,PM Peak,547.4,
201505,McPherson Square,AM Peak,1613,
201505,McPherson Square,Evening,2243.3,
201505,McPherson Square,Late Night Peak,65.5,
201505,McPherson Square,Midday,2647.9,
201505,McPherson Square,PM Peak,9067.8,
201505,Medical Center,AM Peak,863,
201505,Medical Center,Evening,622,
201505,Medical Center,Late Night Peak,5,
201505,Medical Center,Midday,952.4,
201505,Medical Center,PM Peak,3232.1,
201505,Metro Center,AM Peak,1666.1,
201505,Metro Center,Evening,5577.3,
201505,Metro Center,Late Night Peak,125.5,
201505,Metro Center,Midday,4688.6,
201505,Metro Center,PM Peak,14695.4,
201505,Minnesota Avenue,AM Peak,1155.9,
201505,Minnesota Avenue,Evening,242.5,
201505,Minnesota Avenue,Late Night Peak,11.6,
201505,Minnesota Avenue,Midday,752.3,
201505,Minnesota Avenue,PM Peak,665,
201505,Morgan Blvd.,AM Peak,1445.4,
201505,Morgan Blvd.,Evening,88.6,
201505,Morgan Blvd.,Late Night Peak,3.6,
201505,Morgan Blvd.,Midday,354.1,
201505,Morgan Blvd.,PM Peak,220.7,
201505,Mt. Vernon Square-UDC,AM Peak,1270,
201505,Mt. Vernon Square-UDC,Evening,739.6,
201505,Mt. Vernon Square-UDC,Late Night Peak,28.1,
201505,Mt. Vernon Square-UDC,Midday,896.6,
201505,Mt. Vernon Square-UDC,PM Peak,1695.6,
201505,Navy Yard,AM Peak,1074.9,
201505,Navy Yard,Evening,3850.7,
201505,Navy Yard,Late Night Peak,44.4,
201505,Navy Yard,Midday,1308.7,
201505,Navy Yard,PM Peak,4145.2,
201505,Naylor Road,AM Peak,1624.4,
201505,Naylor Road,Evening,205.2,
201505,Naylor Road,Late Night Peak,5.9,
201505,Naylor Road,Midday,633.6,
201505,Naylor Road,PM Peak,358.7,
201505,New Carrollton,AM Peak,5466.3,
201505,New Carrollton,Evening,354.3,
201505,New Carrollton,Late Night Peak,6.8,
201505,New Carrollton,Midday,1443.3,
201505,New Carrollton,PM Peak,987.2,
201505,New York Ave,AM Peak,2539.1,
201505,New York Ave,Evening,816.2,
201505,New York Ave,Late Night Peak,26.1,
201505,New York Ave,Midday,1867.3,
201505,New York Ave,PM Peak,3982.3,
201505,Pentagon,AM Peak,5758.6,
201505,Pentagon,Evening,564.5,
201505,Pentagon,Late Night Peak,5.3,
201505,Pentagon,Midday,2870.2,
201505,Pentagon,PM Peak,5822.8,
201505,Pentagon City,AM Peak,5104.6,
201505,Pentagon City,Evening,2029.8,
201505,Pentagon City,Late Night Peak,16.9,
201505,Pentagon City,Midday,3190.5,
201505,Pentagon City,PM Peak,3776.8,
201505,Potomac Avenue,AM Peak,1994.5,
201505,Potomac Avenue,Evening,293.8,
201505,Potomac Avenue,Late Night Peak,9.9,
201505,Potomac Avenue,Midday,867.7,
201505,Potomac Avenue,PM Peak,612.7,
201505,Prince George's Plaza,AM Peak,2316.8,
201505,Prince George's Plaza,Evening,547,
201505,Prince George's Plaza,Late Night Peak,13,
201505,Prince George's Plaza,Midday,1137.2,
201505,Prince George's Plaza,PM Peak,1047.9,
201505,Reagan Washington National Airport,AM Peak,913,
201505,Reagan Washington National Airport,Evening,1778.4,
201505,Reagan Washington National Airport,Late Night Peak,29.2,
201505,Reagan Washington National Airport,Midday,2377.9,
201505,Reagan Washington National Airport,PM Peak,2189.1,
201505,Rhode Island Avenue,AM Peak,2569.6,
201505,Rhode Island Avenue,Evening,536.4,
201505,Rhode Island Avenue,Late Night Peak,16.1,
201505,Rhode Island Avenue,Midday,1546.3,
201505,Rhode Island Avenue,PM Peak,1323.8,
201505,Rockville,AM Peak,2121.1,
201505,Rockville,Evening,365.1,
201505,Rockville,Late Night Peak,7.8,
201505,Rockville,Midday,935.8,
201505,Rockville,PM Peak,1007,
201505,Rosslyn,AM Peak,4162.4,
201505,Rosslyn,Evening,1560,
201505,Rosslyn,Late Night Peak,34.7,
201505,Rosslyn,Midday,3117.7,
201505,Rosslyn,PM Peak,6004.6,
201505,Shady Grove,AM Peak,8464,
201505,Shady Grove,Evening,437.9,
201505,Shady Grove,Late Night Peak,8.8,
201505,Shady Grove,Midday,2167.5,
201505,Shady Grove,PM Peak,1494.9,
201505,Shaw-Howard University,AM Peak,1562.9,
201505,Shaw-Howard University,Evening,772.7,
201505,Shaw-Howard University,Late Night Peak,60.4,
201505,Shaw-Howard University,Midday,1125.7,
201505,Shaw-Howard University,PM Peak,1566.4,
201505,Silver Spring,AM Peak,6042.5,
201505,Silver Spring,Evening,1128.5,
201505,Silver Spring,Late Night Peak,39.5,
201505,Silver Spring,Midday,2616.8,
201505,Silver Spring,PM Peak,3156.7,
201505,Smithsonian,AM Peak,297.8,
201505,Smithsonian,Evening,1121.6,
201505,Smithsonian,Late Night Peak,15.1,
201505,Smithsonian,Midday,2459.2,
201505,Smithsonian,PM Peak,6772.7,
